sample-id	rindtype	style	name	continent	country	region	longitude	latitude	ph	salt	moisture	animal_source	pasteurized
#q2:types	categorical	categorical	categorical	categorical	categorical	categorical	numeric	numeric	categorical	categorical	categorical	categorical	categorical
11488.CSB279	natural	NA	Bethlehem	North_America	USA	Connecticut	-73.210236	41.611893	6.95	0.044293775	33.33333333	cow	N
11488.CSB280	natural	NA	Bethlehem	North_America	USA	Connecticut	-73.210236	41.611893	6.55	0.045997737	34.80519481	cow	N
11488.CSB281	natural	NA	Bethlehem	North_America	USA	Connecticut	-73.210236	41.611893	6.54	0.068926154	31.33333333	cow	N
11488.CSB282	natural	NA	Bethlehem	North_America	USA	Connecticut	-73.210236	41.611893	6.55	0.030862483	34.90566038	cow	N
11488.CSB290	washed	alpine	Pleasant_Ridge_Reserve	North_America	USA	Wisconsin	-90.136253	43.054545	6.29	0.220927133	18.88111888	cow	N
11488.CSB291	washed	alpine	Pleasant_Ridge_Reserve	North_America	USA	Wisconsin	-90.136253	43.054545	6.15	0.300428558	18.04123711	cow	N
11488.CSB292	washed	alpine	Pleasant_Ridge_Reserve	North_America	USA	Wisconsin	-90.136253	43.054545	6.1	0.0850591	22.89156627	cow	N
11488.CSB299	bloomy	NA	Cosne_de_Port_Aubry	Europe	France	Centre	2.907705	47.389123	6.33	0.286382511	33.91089109	goat	N
11488.CSB300	bloomy	NA	Cosne_de_Port_Aubry	Europe	France	Centre	2.907705	47.389123	6.76	0.178213553	25.35211268	goat	N
11488.CSB301	bloomy	NA	Cosne_de_Port_Aubry	Europe	France	Centre	2.907705	47.389123	6.37	0.134602767	47.56838906	goat	N
11488.CSB302	natural	NA	Fromage_du_Maquis	Europe	France	Corsica	9.01289	42.0396	7.08	0.085097163	47.64011799	sheep	Y
11488.CSB303	natural	NA	Fromage_du_Maquis	Europe	France	Corsica	9.01289	42.0396	6.7	0.092828815	46.77419355	sheep	Y
11488.CSB304	natural	NA	Fromage_du_Maquis	Europe	France	Corsica	9.01289	42.0396	7.48	0.073228464	27.72861357	sheep	Y
11488.CSB305	natural	NA	Lavort_Brebis	Europe	France	Auvergne	3.486423	46.008276	6.9	0.153357695	18.79699248	sheep	N
11488.CSB306	natural	NA	Lavort_Brebis	Europe	France	Auvergne	3.486423	46.008276	7.08	0.179628052	29.74137931	sheep	N
11488.CSB307	natural	NA	Lavort_Brebis	Europe	France	Auvergne	3.486423	46.008276	6.96	0.166631299	26.4516129	sheep	N
11488.CSB308	bloomy	NA	Maconnais	Europe	France	Bourgogne	4.828731	46.306884	6.12	0.480657935	22.22222222	goat	N
11488.CSB309	bloomy	NA	Maconnais	Europe	France	Bourgogne	4.828731	46.306884	5.95	0.451199575	23.48484848	goat	N
11488.CSB310	bloomy	NA	Maconnais	Europe	France	Bourgogne	4.828731	46.306884	6.08	0.526405665	26.47058824	goat	N
11488.CSB312	washed	NA	Chevrotin_des_Aravis	Europe	France	Savoie	6.539931	46.013352	8.06	0.137289575	44.71153846	goat	N
11488.CSB313	washed	NA	Chevrotin_des_Aravis	Europe	France	Savoie	6.539931	46.013352	7.63	0.169286934	56.12244898	goat	N
11488.CSB314	washed	washed_bloomy	Langres	Europe	France	Burgundy-Champagne	6.773163	47.949477	6.49	0.180339505	58.61875351	cow	N
11488.CSB315	washed	washed_bloomy	Langres	Europe	France	Burgundy-Champagne	6.773163	47.949477	6.48	0.192874593	53.78927911	cow	N
11488.CSB316	washed	washed_bloomy	Langres	Europe	France	Burgundy-Champagne	6.773163	47.949477	6.47	0.192113688	58.53899309	cow	N
11488.CSB317	bloomy	NA	Tarentais	Europe	France	Savoie	6.874525	45.590996	6.58	0.322439273	37.5	goat	N
11488.CSB318	bloomy	NA	Tarentais	Europe	France	Savoie	6.874525	45.590996	6.56	0.23042372	38.81748072	goat	N
11488.CSB319	bloomy	NA	Tarentais	Europe	France	Savoie	6.874525	45.590996	6.56	0.266713887	31.44508671	goat	N
11488.CSB320	bloomy	NA	Camembert_de_Normandie	Europe	France	Normandy	-1.530385	49.2178	6.35	0.19060087	56.09756098	cow	N
11488.CSB321	bloomy	NA	Camembert_de_Normandie	Europe	France	Normandy	-1.530385	49.2178	6.62	0.189099966	58.12807882	cow	N
11488.CSB322	bloomy	NA	Camembert_de_Normandie	Europe	France	Normandy	-1.530385	49.2178	6.31	0.172666073	62.54681648	cow	N
11488.CSB323	washed	alpine	Beaufort_Alpage	Europe	France	Savoie	6.4724	45.4932	7.08	0.104061951	23.80952381	cow	N
11488.CSB324	washed	alpine	Beaufort_Alpage	Europe	France	Savoie	6.4724	45.4932	7.08	0.108771129	24.71910112	cow	N
11488.CSB325	washed	alpine	Beaufort_Alpage	Europe	France	Savoie	6.4724	45.4932	7.01	0.088734793	30.95238095	cow	N
11488.CSB326	bloomy	NA	Gaperon	Europe	France	Auvergne	3.34485	45.70327	7.44	0.064520525	57.5	cow	Y
11488.CSB327	bloomy	NA	Gaperon	Europe	France	Auvergne	3.34485	45.70327	7.22	0.087952787	50.33783784	cow	Y
11488.CSB328	bloomy	NA	Gaperon	Europe	France	Auvergne	3.34485	45.70327	7.25	0.070804915	53.09278351	cow	Y
11488.CSB329	bloomy	NA	Gour_Noir	Europe	France	NA	2.165652	45.293574	6.31	0.136919825	52.35259083	goat	N
11488.CSB330	bloomy	NA	Gour_Noir	Europe	France	NA	2.165652	45.293574	6.28	0.150256009	51.78571429	goat	N
11488.CSB331	bloomy	NA	Gour_Noir	Europe	France	NA	2.165652	45.293574	6.35	0.133923102	48.06866953	goat	N
11488.CSB332	washed	NA	Durrus	Europe	Ireland	Co._Cork	-9.527764	51.643696	8.28	0.094407018	45.94594595	cow	Y
11488.CSB333	washed	NA	Durrus	Europe	Ireland	Co._Cork	-9.527764	51.643696	7.41	0.115213086	42.80442804	cow	Y
11488.CSB334	washed	NA	Durrus	Europe	Ireland	Co._Cork	-9.527764	51.643696	7.62	0.147619313	51.10701107	cow	Y
11488.CSB335	washed	NA	Milleens	Europe	Ireland	Co._Cork	-9.9572	51.677015	6.91	0.200342332	141.5831663	cow	Y
11488.CSB336	washed	NA	Milleens	Europe	Ireland	Co._Cork	-9.9572	51.677015	6.67	0.164162968	56.55172414	cow	Y
11488.CSB337	washed	NA	Milleens	Europe	Ireland	Co._Cork	-9.9572	51.677015	6.71	0.135713172	55.75221239	cow	Y
11488.CSB338	washed	alpine	Comte	Europe	France	Doubs_county	5.928718	46.459832	7.15	0.143115941	26.41509434	cow	N
11488.CSB339	washed	alpine	Comte	Europe	France	Doubs_county	5.928718	46.459832	6.97	0.152264392	24.13793103	cow	N
11488.CSB340	washed	alpine	Comte	Europe	France	Doubs_county	5.928718	46.459832	7.36	0.119895068	26.90721649	cow	N
11488.CSB341	natural	NA	Majorero	Europe	Spain	Canary_Islands	-14.053676	28.358744	6.84	0.294443032	12.09677419	goat	N
11488.CSB342	natural	NA	Majorero	Europe	Spain	Canary_Islands	-14.053676	28.358744	6.75	0.234947457	16.38888889	goat	N
11488.CSB420	bloomy	NA	Rubine	Europe	Italy	Gelati	8.44053	44.55247	6.81	0.043629574	50.64935065	goat	N
11488.CSB343	natural	NA	Majorero	Europe	Spain	Canary_Islands	-14.053676	28.358744	6.66	0.238087859	19.84126984	goat	N
11488.CSB344	natural	NA	Queso_Divinri	Europe	Spain	Cantabria	-3.987843	43.18284	6.4	0.116753071	10.21505376	cow	Y
11488.CSB345	natural	NA	Queso_Divinri	Europe	Spain	Cantabria	-3.987843	43.18284	6.63	0.140604539	23.27365729	cow	Y
11488.CSB353B	natural	clothbound	Westcombe_Cheddar	Europe	England	Somerset	-2.50513	51.148123	6.43	0.15343975	15.04065041	cow	N
11488.CSB354	natural	clothbound	Westcombe_Cheddar	Europe	England	Somerset	-2.50513	51.148123	5.86	0.177697649	9.090909091	cow	N
11488.CSB357	natural	clothbound	Quicke_s_Cheddar	Europe	England	Somerset	-3.583268	50.777112	5.2	0.202049373	8.045977011	cow	N
11488.CSB358	natural	clothbound	Quicke_s_Cheddar	Europe	England	Somerset	-3.583268	50.777112	5.25	0.208641869	19.24398625	cow	N
11488.CSB360	natural	blue	Colston-Basset_Stilton	Europe	England	Nottinghamshire	-0.959312	52.89195	7.39	0.321106339	17.9245283	cow	Y
11488.CSB361	natural	blue	Colston-Basset_Stilton	Europe	England	Nottinghamshire	-0.959312	52.89195	7.56	0.268510406	36.8902439	cow	Y
11488.CSB362	natural	blue	Colston-Basset_Stilton	Europe	England	Nottinghamshire	-0.959312	52.89195	7.4	0.218434585	37.14710253	cow	Y
11488.CSB363	natural	blue	Stichelton	Europe	England	Nottinghamshire	-1.175304	53.241334	7.32	0.297019515	32.49427918	cow	N
11488.CSB364	natural	blue	Stichelton	Europe	England	Nottinghamshire	-1.175304	53.241334	7.51	0.216439945	36.79245283	cow	N
11488.CSB365	natural	blue	Stichelton	Europe	England	Nottinghamshire	-1.175304	53.241334	7.5	0.221461065	37.16475096	cow	N
11488.CSB366	natural	NA	Cornish_Yarg	Europe	England	Cornwall	-5.158213	50.206254	7.26	0.147234619	35.79545455	cow	Y
11488.CSB367	natural	NA	Cornish_Yarg	Europe	England	Cornwall	-5.158213	50.206254	7.07	0.158446204	50.28248588	cow	Y
11488.CSB368	natural	NA	Cornish_Yarg	Europe	England	Cornwall	-5.158213	50.206254	7.22	0.124673175	NA	cow	Y
11488.CSB369	washed	NA	St._James	Europe	England	Cumbria	-2.980925	54.186256	7.7	0.203328195	36.73469388	sheep	N
11488.CSB370	washed	NA	St._James	Europe	England	Cumbria	-2.980925	54.186256	7.8	0.147823096	52.50737463	sheep	N
11488.CSB371	washed	NA	St._James	Europe	England	Cumbria	-2.980925	54.186256	7.9	0.177583052	50.19011407	sheep	N
11488.CSB372	washed	NA	Cardo	Europe	England	Somerset	-2.487328	51.33102	7.33	0.151086456	56.31067961	goat	N
11488.CSB373	washed	NA	Cardo	Europe	England	Somerset	-2.487328	51.33102	7.52	0.087910585	33.66013072	goat	N
11488.CSB374	washed	NA	Cardo	Europe	England	Somerset	-2.487328	51.33102	7.45	0.212404682	37.56476684	goat	N
11488.CSB376	bloomy	NA	Tymsboro	Europe	England	Somerset	-2.487328	51.33102	6.55	0.164157923	50.12468828	goat	N
11488.CSB378	bloomy	NA	Stawley	Europe	England	Somerset	-3.334107	50.98873	6.56	0.121448773	58.51851852	goat	N
11488.CSB379	bloomy	NA	Stawley	Europe	England	Somerset	-3.334107	50.98873	6.51	0.116259018	62.55319149	goat	N
11488.CSB380	bloomy	NA	Stawley	Europe	England	Somerset	-3.334107	50.98873	6.54	0.102429217	58.62068966	goat	N
11488.CSB381	bloomy	NA	Innes_log	Europe	England	Staffordshire	-1.644947	52.675032	6.54	0.121448773	52.69461078	goat	N
11488.CSB382	bloomy	NA	Innes_log	Europe	England	Staffordshire	-1.644947	52.675032	6.61	0.126317337	52.4822695	goat	N
11488.CSB383	bloomy	NA	Innes_log	Europe	England	Staffordshire	-1.644947	52.675032	6.74	0.125766888	50.86705202	goat	N
11488.CSB384	bloomy	NA	Red_Brick	Europe	England	Staffordshire	-1.644947	52.675032	6.24	0.149119895	55.98802395	goat	N
11488.CSB385	bloomy	NA	Red_Brick	Europe	England	Staffordshire	-1.644947	52.675032	6.29	0.138449877	54.83193277	goat	N
11488.CSB386	bloomy	NA	Red_Brick	Europe	England	Staffordshire	-1.644947	52.675032	6.01	0.104690457	11.85410334	goat	N
11488.CSB387	natural	NA	Berkswell	Europe	England	West_Midlands	-1.638794	52.401872	6.06	0.126870196	10.58201058	sheep	N
11488.CSB388	natural	NA	Berkswell	Europe	England	West_Midlands	-1.638794	52.401872	6.17	0.152411884	14.16309013	sheep	N
11488.CSB389	natural	NA	Berkswell	Europe	England	West_Midlands	-1.638794	52.401872	5.9	0.181503396	9.302325581	sheep	N
11488.CSB390	natural	blue	Bleu_de_Termingnon	Europe	France	Savoie	6.817117	45.276599	7.98	0.187956756	40	cow	N
11488.CSB391	natural	blue	Bleu_de_Termingnon	Europe	France	Savoie	6.817117	45.276599	7.96	0.235875938	46.875	cow	N
11488.CSB392	natural	blue	Bleu_de_Termingnon	Europe	France	Savoie	6.817117	45.276599	7.74	0.194506348	37.39130435	cow	N
11488.CSB393	washed	NA	St._Saveur	Europe	France	Pyrenees	-0.40545	43.040632	8.49	0.125730661	46.93877551	sheep	Y
11488.CSB394	washed	NA	St._Saveur	Europe	France	Pyrenees	-0.40545	43.040632	8	0.138266449	55.44041451	sheep	Y
11488.CSB395	washed	NA	St._Saveur	Europe	France	Pyrenees	-0.40545	43.040632	8.04	0.132993781	55.09259259	sheep	Y
11488.CSB405	bloomy	NA	Pelardon	Europe	France	Languedoc-Roussillon	3.258363	43.591236	6.9	0.243497393	24.12280702	goat	N
11488.CSB406	bloomy	NA	Pelardon	Europe	France	Languedoc-Roussillon	3.258363	43.591236	6.83	0.17234599	23.11827957	goat	N
11488.CSB407	bloomy	NA	Pelardon	Europe	France	Languedoc-Roussillon	3.258363	43.591236	6.83	0.179178815	18.85245902	goat	N
11488.CSB408	natural	NA	Montebore	Europe	France	Montebore	9.04895	44.65056	8.08	0.031555035	62.05787781	cow_sheep	N
11488.CSB409	natural	NA	Montebore	Europe	France	Montebore	9.04895	44.65056	6.62	0.069868734	11.6751269	cow_sheep	N
11488.CSB410	natural	NA	Montebore	Europe	France	Montebore	9.04895	44.65056	7.48	0.060064398	41.94630872	cow_sheep	N
11488.CSB411	washed	NA	Taleggio	Europe	Italy	Orobian_Mountains	10.00443	45.97311	8	0.103517509	57.09876543	cow	N
11488.CSB412	washed	NA	Taleggio	Europe	Italy	Orobian_Mountains	10.00443	45.97311	8	0.183883874	49.18032787	cow	N
11488.CSB413	washed	NA	Taleggio	Europe	Italy	Orobian_Mountains	10.00443	45.97311	8.11	0.100868793	57.58513932	cow	N
11488.CSB416	washed	NA	Stracchino	Europe	Italy	Orobian_Mountains	10.00443	45.97311	7.22	0.100001036	47.82608696	cow	N
11488.CSB417	natural	NA	Stachitunt	Europe	Italy	Orobian_Mountains	10.00443	45.97311	7.22	0.089376682	36.25	cow	N
11488.CSB418	natural	NA	Stachitunt	Europe	Italy	Orobian_Mountains	10.00443	45.97311	7.7	0.092120732	32.35294118	cow	N
11488.CSB419	natural	NA	Stachitunt	Europe	Italy	Orobian_Mountains	10.00443	45.97311	8.05	0.090934542	55.12195122	cow	N
11488.CSB422	bloomy	NA	Rubine	Europe	Italy	Gelati	8.44053	44.55247	6.46	0.052991763	32.80254777	goat	N
11488.CSB423	washed	NA	Forsterkase	Europe	Switzerland	Krammenaer	9.05574	47.60379	5.96	0.144370497	48.51485149	cow	N
11488.CSB424	washed	NA	Forsterkase	Europe	Switzerland	Krammenaer	9.05574	47.60379	7.19	0.080923089	52.23880597	cow	N
11488.CSB425	washed	NA	Forsterkase	Europe	Switzerland	Krammenaer	9.05574	47.60379	6.05	0.154035533	44.13793103	cow	N
11488.CSB426	washed	NA	Schnebel_Geiss	Europe	Switzerland	NA	9.14884	47.2801	6.26	0.147522843	36.82539683	goat	N
11488.CSB427	washed	NA	Schnebel_Geiss	Europe	Switzerland	NA	9.14884	47.2801	6.29	0.123043982	37.29372937	goat	N
11488.CSB428	washed	NA	Schnebel_Geiss	Europe	Switzerland	NA	9.14884	47.2801	6.91	0.140070056	36.9047619	goat	N
11488.CSB429	natural	NA	Mascarplin_Bio	Europe	Switzerland	NA	9.57803	46.65699	6.37	0.231196016	51.02040816	goat	Y
11488.CSB430	natural	NA	Mascarplin_Bio	Europe	Switzerland	NA	9.57803	46.65699	6.17	0.162231388	51.98675497	goat	Y
11488.CSB431	natural	NA	Mascarplin_Bio	Europe	Switzerland	NA	9.57803	46.65699	6.55	0.149447194	48.42767296	goat	Y
11488.CSB432	washed	alpine	Vacherin_Rustique_Aop	Europe	Switzerland	NA	7.11726	46.68167	7.58	0.101305492	39.16083916	cow	N
11488.CSB433	washed	alpine	Vacherin_Rustique_Aop	Europe	Switzerland	NA	7.11726	46.68167	7.45	0.177637369	31.15942029	cow	N
11488.CSB434	washed	alpine	Vacherin_Rustique_Aop	Europe	Switzerland	NA	7.11726	46.68167	7.08	0.17234599	33.46153846	cow	N
11488.CSB438	washed	NA	Roter_Brutssch	Europe	Switzerland	Emmentaler	7.7895	46.93998	7.38	0.102184569	42.47104247	cow	N
11488.CSB439	washed	NA	Roter_Brutssch	Europe	Switzerland	Emmentaler	7.7895	46.93998	6.67	0.137076966	37.71186441	cow	N
11488.CSB440	washed	NA	Roter_Brutssch	Europe	Switzerland	Emmentaler	7.7895	46.93998	6.69	0.160835738	40.93959732	cow	N
11488.CSB441	natural	NA	Sburrato	Europe	Italy	Castel_San_Gimignano	11.02136	43.40475	7.41	0.103517509	36.77130045	sheep	N
11488.CSB607	bloomy	NA	Harbison	North_America	USA	Vermont	-72.268324	44.587655	6.94	0.053100998	62.24489796	cow	Y
11488.CSB442	natural	NA	Sburrato	Europe	Italy	Castel_San_Gimignano	11.02136	43.40475	7.26	0.070171221	45.2173913	sheep	N
11488.CSB443	natural	NA	Sburrato	Europe	Italy	Castel_San_Gimignano	11.02136	43.40475	6.6	0.062176524	37.5	sheep	N
11488.CSB447	natural	NA	Tomme_de_Savoie	Europe	France	Manigod	6.36914	45.86122	6.52	0.112859233	45.61403509	cow	N
11488.CSB448	natural	NA	Tomme_de_Savoie	Europe	France	Manigod	6.36914	45.86122	6.26	0.110925766	49.25373134	cow	N
11488.CSB449	natural	NA	Tomme_de_Savoie	Europe	France	Manigod	6.36914	45.86122	7	0.048395939	47.72727273	cow	N
11488.CSB450	washed	NA	Reblochon_de_Savoie	Europe	France	Manigod	6.36914	45.86122	8.28	0.035766581	57.54716981	cow	N
11488.CSB451	washed	NA	Reblochon_de_Savoie	Europe	France	Manigod	6.36914	45.86122	7.57	0.074868908	58.00865801	cow	N
11488.CSB452	washed	NA	Reblochon_de_Savoie	Europe	France	Manigod	6.36914	45.86122	7.13	0.092120732	57.46268657	cow	N
11488.CSB453	natural	NA	Fujot_d_crava	Europe	Italy	Cavallermaggiore	7.70909	44.71192	7.64	0.119378805	35.71428571	goat	N
11488.CSB454	natural	NA	Fujot_d_crava	Europe	Italy	Cavallermaggiore	7.70909	44.71192	7.03	0.111406005	43.92523364	goat	N
11488.CSB455	natural	NA	Fujot_d_crava	Europe	Italy	Cavallermaggiore	7.70909	44.71192	7.55	0.161532056	36.28318584	goat	N
11488.CSB456	natural	NA	La_Fuma_Blu_di_Capra	Europe	Italy	Via_Franca	7.482631	44.801654	7.64	0.157398915	50.85714286	goat	N
11488.CSB457	natural	NA	La_Fuma_Blu_di_Capra	Europe	Italy	Via_Franca	7.482631	44.801654	7.88	0.235225827	36.64122137	goat	N
11488.CSB458	natural	NA	Tre_Latti_Alto	Europe	Italy	Via_Franca	7.482631	44.801654	6.51	0.286938323	22.4137931	sheep	N
11488.CSB459	natural	NA	Tre_Latti_Alto	Europe	Italy	Via_Franca	7.482631	44.801654	6.1	0.328057253	25.67567568	sheep	N
11488.CSB460	washed	alpine	Jennifer_s_cheese-_no_starter	Europe	England	London	-0.11982	51.51121	7.04	0.336671713	43.79310345	cow	N
11488.CSB461	washed	alpine	Jennifer_s_cheese-_no_starter	Europe	England	London	-0.11982	51.51121	7.8	0.329477535	35.18518519	cow	N
11488.CSB462	washed	alpine	Jennifer_s_cheese-_with_starter	Europe	England	London	-0.11982	51.51121	7.84	0.252059825	40	cow	N
11488.CSB608	bloomy	NA	Harbison	North_America	USA	Vermont	-72.268324	44.587655	7.31	0.045329555	63.70192308	cow	Y
11488.CSB463	washed	alpine	Jennifer_s_cheese-_with_starter	Europe	England	London	-0.11982	51.51121	7.94	0.449686271	42.85714286	cow	N
11488.CSB466	bloomy	NA	Dzorette	Europe	Switzerland	NA	8.22751	46.81819	7.94	0.042697275	61.53846154	cow	N
11488.CSB467	washed	alpine	Emmentaler	Europe	Switzerland	Emmentaler	7.7895	46.93998	5.89	0.159452094	22.14285714	cow	N
11488.CSB467B	washed	alpine	Emmentaler	Europe	Switzerland	Emmentaler	7.7895	46.93998	6.06	0.179954547	25.22522523	cow	N
11488.CSB468	bloomy	NA	Bartassac_cheese_1	Europe	France	Landiras	-0.41517	44.56683	5.2	0.555701633	20.27027027	cow	N
11488.CSB469	bloomy	NA	Bartassac_cheese_1	Europe	France	Landiras	-0.41517	44.56683	5.34	0.426968326	22.02643172	cow	N
11488.CSB470	bloomy	NA	Bartassac_cheese_1	Europe	France	Landiras	-0.41517	44.56683	5.22	0.823327483	22.29437229	cow	N
11488.CSB489	natural	blue	Bayley_Hazen_Blue	North_America	USA	Vermont	-72.268324	44.587655	6.88	0.051236071	34.12322275	cow	N
11488.CSB490	natural	blue	Bayley_Hazen_Blue	North_America	USA	Vermont	-72.268324	44.587655	6.82	0.058947716	36.42756681	cow	N
11488.CSB491	natural	blue	Bayley_Hazen_Blue	North_America	USA	Vermont	-72.268324	44.587655	6.69	0.044293775	33.00395257	cow	N
11488.CSB516	natural	NA	Landaff	North_America	USA	New_Hampshire	-71.887419	44.175221	7.5	0.166006377	42.5295858	cow	N
11488.CSB517	natural	NA	Landaff	North_America	USA	New_Hampshire	-71.887419	44.175221	7.59	0.080160264	40.81455806	cow	N
11488.CSB518	natural	NA	Landaff	North_America	USA	New_Hampshire	-71.887419	44.175221	7.52	0.097861516	43.55758267	cow	N
11488.CSB538	washed	alpine	Ascutney_Mountain	North_America	USA	Vermont	-72.39893	43.54064	6.96	0.04879674	44.71544715	cow	N
11488.CSB539	washed	alpine	Ascutney_Mountain	North_America	USA	Vermont	-72.39893	43.54064	6.87	0.054650168	34.55978975	cow	N
11488.CSB543	washed	washed_bloomy	Harbison__1x_washed_	North_America	USA	Vermont	-72.268324	44.587655	NA	NA	NA	cow	Y
11488.CSB544	washed	washed_bloomy	Harbison__1x_washed_	North_America	USA	Vermont	-72.268324	44.587655	6.96	0.072542618	55.29411765	cow	Y
